,Address,City,County,FRS Id,Facility Id,Facility Name,Is_Direct_Emitter,Is_Supplier,Latest Reported Industry Type (sectors),Latest Reported Industry Type (subparts),Latitude,Longitude,Parent Company,Parent Ownership %,Primary NAICS Code,State,Unnamed: 0,Last Reporting Year,Zip Code,Total Direct Emissions,Total Supplier Emissions,Total Emissions,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.
10916,,,,,1014512,Maple Energy Basin 430 Production,,,,,,,MAPLE ENERGY HOLDINGS LLC,100.0,,,105492,2022,,462144.40400000004,0.0,462144.40400000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462144.40400000004,0.0,0.0,0.0,0.0
10917,,Vega Baja,VEGA BAJA MUNICIPIO,110071349004.0,1014513,Viatris Pharmaceuticals LLC,Yes,No,Chemicals,C,18.449856,-66.350353,VIATRIS INC,100.0,325412.0,PR,113419,2023,693.0,81701.3,0.0,81701.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81701.3,0.0,0.0,0.0,0.0,0.0
10918,,St. Landry,EVANGELINE PARISH,110071397396.0,1014515,"Columbia Gulf Transmission - Chicot CS (St. Landry, LA)",Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",30.8614,-92.2468,TRANSCANADA PIPELINE USA LTD,60.0,486210.0,LA,113420,2023,71367.0,201005.148,0.0,201005.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201005.148,0.0,0.0,0.0,0.0,0.0
10919,,Enterprise,CATAHOULA PARISH,110071397431.0,1014517,"Columbia Gulf Transmission - Red Mountain CS (Enterprise, LA)",Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",31.8773,-91.9221,TRANSCANADA PIPELINE USA LTD,60.0,486210.0,LA,113421,2023,71425.0,213232.952,0.0,213232.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213232.952,0.0,0.0,0.0,0.0,0.0
10920,5075 Highway 49 North,Andersonville,MACON COUNTY,110071343584.0,1014519,"US Ceramics, LLC - Andersonville",Yes,No,Other,C,32.228549,-84.093738,US CERAMICS LLC,100.0,212323.0,GA,113422,2023,31711.0,95.8,0.0,95.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.8,0.0,0.0,0.0,0.0,0.0
10921,2979 Highway 63,Oskaloosa,MAHASKA COUNTY,110043868696.0,1014520,Mahaska County Sanitary Landfill - Binns and Stevens Site,Yes,No,Waste,"C,HH",41.22136,-92.641,MAHASKA COUNTY SOLID WASTE MANAGEMENT COMMISSION,100.0,562212.0,IA,113423,2023,52577.0,110370.55,0.0,110370.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110370.55,0.0,0.0,0.0,0.0,0.0
10922,3450 Kimberly Road East,Twin Falls,TWIN FALLS COUNTY,110045947794.0,1014521,Chobani,Yes,No,Other,C,42.545066,-114.411364,CHOBANI GLOBAL HOLDINGS LLC,100.0,311511.0,ID,113424,2023,83301.0,55852.488,0.0,55852.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55852.488,0.0,0.0,0.0,0.0,0.0
10923,2777 Allen Parkway,Houston,,,1014525,Global Automotive Parts LLC,No,Yes,,OO,29.7620297909083,-95.3957429037472,RGAS LLC,100.0,424690.0,TX,113425,2023,77019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10924,"1641 California Street, Suite 400",Denver,DENVER COUNTY,110071232148.0,1014530,"Crusoe Energy Systems, Inc. - Oxbow",Yes,No,Other,C,39.74579,-104.99139,CRUSOE ENERGY SYSTEMS INC,100.0,518210.0,CO,113426,2023,80202.0,25760.004,0.0,25760.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25760.004,0.0,0.0,0.0,0.0,0.0
10925,2777 ALLEN PARKWAY SUITE 1185,HOUSTON,,,1014531,APPLE IMPORT AND EXPORT INC,No,Yes,,OO,29.7620297909083,-95.3957429037472,COMBS INVESTMENT PROPERTY LP,100.0,424690.0,TX,113427,2023,77019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10926,4423 S. 38h Place,Phoenix,,,1014535,Ability Refrigerants,No,Yes,,OO,33.4066806340902,-111.997921288512,ABILITY REFRIGERANTS,100.0,424690.0,AZ,113428,2023,85040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10927,1043 Road P,Hugoton,TEXAS COUNTY,110070693410.0,1014537,"Seaboard Energy Kansas, LLC",Yes,No,Chemicals,C,36.996156,-101.382671,SEABOARD ENERGY LLC,100.0,325199.0,KS,113429,2023,67951.0,125708.0,0.0,125708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125708.0,0.0,0.0,0.0,0.0,0.0
10928,600 MATZINGER ROAD,TOLEDO,LUCAS COUNTY,110000384192.0,1014540,Perstorp Polyols,Yes,No,Chemicals,C,41.702662,-83.53091,PERSTORP POLYOLS,100.0,325199.0,OH,113430,2023,43612.0,106090.572,0.0,106090.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106090.572,0.0,0.0,0.0,0.0,0.0
10929,1001 East Alexander Avenue,Tacoma,,,1014541,Tacoma LNG,Yes,No,"Other,Petroleum and Natural Gas Systems","C,W-LNGSTG",47.275240983477,-122.399483007565,PUGET ENERGY,100.0,221210.0,WA,113431,2023,98421.0,15536.95,0.0,15536.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15536.95,0.0,0.0,0.0,0.0,0.0
10930,,,,,1014544,Franklin Mountain Energy 3,,,,,,,FRANKLIN MOUNTAIN ENERGY 3 LLC,100.0,,,113432,2023,,40364.168000000005,0.0,40364.168000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40364.168000000005,0.0,0.0,0.0,0.0
10931,,,,,1014545,"EOG Resources, Inc. 580 San Juan basin",,,,,,,EOG RESOURCES INC,100.0,,,105504,2022,,2074.422,0.0,2074.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074.422,0.0,0.0,0.0,0.0
10932,1300 Post Oak Blvd #1050,Houston,,,1014546,Pembina Midstream (USA) Inc.,No,Yes,,MM-IMP,29.7536812446428,-95.4601485531668,PEMBINA NGL CORP,100.0,221210.0,TX,113433,2023,77056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10933,1760 Steve Reynolds Industrial Parkway,Commerce,,,1014548,SK Battery America,Yes,No,Other,C,34.2359468409106,-83.4848507597326,SK BATTERY AMERICA,100.0,335910.0,GA,113434,2023,30529.0,96046.08,0.0,96046.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96046.08,0.0,0.0,0.0,0.0,0.0
10934,10627 Sr 27,Mica,,,1014553,Mutual Materials,Yes,No,Minerals,C,47.558346007745,-117.212443983747,MUTUAL MATERIALS CO,100.0,327120.0,WA,113435,2023,99023.0,8595.668,0.0,8595.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8595.668,0.0,0.0,0.0,0.0,0.0
10935,3805 West Chester Pike,Newtown Square,,,1014554,Sunoco LLC,No,Yes,,MM-IMP,39.9924632077426,-75.4103485931948,SUNOCO LP,100.0,424710.0,PA,113436,2023,19073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10936,,,,,1014555,"EOG Resources, Inc. 580 San Juan Basin Gathering & Boosting",,,,,,,EOG RESOURCES INC,100.0,,,113437,2023,,2846.5919999999996,0.0,2846.5919999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2846.5919999999996,0.0,0.0,0.0
10937,610 State Highway 3,Broken Bow,MCCURTAIN COUNTY,110064264120.0,1014557,Pan Pacific Products,Yes,No,Other,C,34.03307,-94.75865,PAN PACIFIC PRODUCTS,100.0,321219.0,OK,113438,2023,74728.0,52014.304000000004,0.0,52014.304000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52014.304000000004,0.0,0.0,0.0,0.0,0.0
10938,,,,,1014558,(540) Civitas Resources - GB - Denver Basin,,,,,,,CIVITAS RESOURCES INC,100.0,,,113439,2023,,190339.946,0.0,190339.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190339.946,0.0,0.0,0.0
10939,5900 Highway 225 East,Deer Park,HARRIS COUNTY,110031267064.0,1014559,Deer Park Refining Limited Partnership,Yes,Yes,"Petroleum Product Suppliers,Refineries","C,MM-REF,Y",29.722222,-95.126944,DEER PARK REFINING LP,100.0,324110.0,TX,113440,2023,77536.0,6427332.312,78289191.8653803,84716524.1773803,0.0,78289191.8653803,0.0,0.0,0.0,0.0,0.0,6427332.312,0.0,0.0,0.0,0.0,0.0
10940,"10691 E Carter Rd, Ste 201",Traverse City,,,1014560,RCS 305 Michigan Basin - CO2,Yes,No,"Injection of CO2,Petroleum and Natural Gas Systems","C,UU",44.7813192116423,-85.6393618634405,RIVERSIDE ENERGY HOLDINGS,100.0,211130.0,MI,113441,2023,49684.0,1666.192,0.0,1666.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666.192,0.0,0.0,0.0,0.0,0.0
10941,516 High St,Bellingham,WHATCOM COUNTY,110012506172.0,1014561,Western Washington University,Yes,No,Other,C,48.732531,-122.487559,Western Washington University,100.0,611310.0,WA,105513,2022,98225.0,55023.554,0.0,55023.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55023.554,0.0,0.0,0.0,0.0,0.0
10942,8450 N Terryl B Adams St,North Las Vegas,CLARK COUNTY,110071131547.0,1014562,Air Liquide North Las Vegas Liquid Hydrogen Plant,Yes,No,Chemicals,P,36.31623,-114.986163,AMERICAN AIR LIQUIDE HOLDINGS INC,100.0,325120.0,NV,113442,2023,89165.0,129669.3,0.0,129669.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129669.3,0.0,0.0,0.0,0.0,0.0
10943,133 Clark Mizelle Road,Benndale,,,1014564,Benndale Peaking Station,Yes,No,Power Plants,C,30.8882219474443,-88.8052587177938,COOPERATIVE ENERGY A MISSISSIPPI ELECTRIC COOPERATIVE,100.0,221112.0,MS,113443,2023,39452.0,54187.195999999996,0.0,54187.195999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54187.195999999996,0.0,0.0,0.0,0.0,0.0
10944,6040 Fruge Rd,Iowa,CALCASIEU PARISH,110071368289.0,1014565,East Calcasieu,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",30.164124,-93.030117,Enbridge (US) Inc,100.0,486210.0,LA,113444,2023,70647.0,118943.70599999999,0.0,118943.70599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118943.70599999999,0.0,0.0,0.0,0.0,0.0
10945,420 Small Hardy Rd,Westbrook,,,1014566,Westbrook,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",43.7314170669995,-70.3639022913097,Enbridge (US) Inc,100.0,486210.0,ME,113445,2023,4092.0,73097.042,0.0,73097.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73097.042,0.0,0.0,0.0,0.0,0.0
10946,"1641 California Street, Suite 400",Denver,DENVER COUNTY,110071232148.0,1014567,"Crusoe Energy Systems, Inc. - Surprise S4",Yes,No,Other,C,39.74579,-104.99139,CRUSOE ENERGY SYSTEMS INC,100.0,518210.0,CO,113446,2023,80202.0,25077.456,0.0,25077.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25077.456,0.0,0.0,0.0,0.0,0.0
10947,9351 Old State Highway 48,Brownsville,,,1014568,"Sunoco, LLC  Brownsville Terminal",No,Yes,,MM-EXP,25.9881157242119,-97.3596966216956,SUNOCO LP,100.0,493190.0,TX,113447,2023,78521.0,0.0,1854767.2561429,1854767.2561429,0.0,0.0,0.0,1854767.2561429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10948,,,,,1014569,Van Buren Energy Production - Arkoma,,,,,,,Van Buren Energy LLC,100.0,,,113448,2023,,68907.048,0.0,68907.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68907.048,0.0,0.0,0.0,0.0
10949,,,,,1014570,"OGC, LLC - Arkoma BG",,,,,,,Van Buren Energy LLC,100.0,,,105520,2022,,151993.528,0.0,151993.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151993.528,0.0,0.0,0.0
10950,158 Hickory Lane,University,,,1014571,University of Mississippi,Yes,No,Other,C,34.3593210948672,-89.5334532885867,UNIVERSITY OF MISSISSIPPI,100.0,611310.0,MS,113449,2023,38677.0,50233.904,0.0,50233.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50233.904,0.0,0.0,0.0,0.0,0.0
10951,2200 Progressive Drive,Niles,BERRIEN COUNTY,110070395350.0,1014572,Indeck-Niles Energy Center,Yes,No,Power Plants,"C,D",41.85833,-86.22412,INDECK NILES LLC,100.0,221112.0,MI,113450,2023,49120.0,3783292.58,0.0,3783292.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3783292.58,0.0,0.0,0.0,0.0,0.0
10952,13735 S. Mansfield Ferry Road,Orange,ORANGE COUNTY,110064230782.0,1014573,Vidor,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",30.06772,-93.9789,Enbridge (US) Inc,100.0,486210.0,TX,113451,2023,77630.0,38804.112,0.0,38804.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38804.112,0.0,0.0,0.0,0.0,0.0
10953,12480 Scenic Highway,Baton Rouge,EAST BATON ROUGE PARISH,110071165420.0,1014575,Exxon Mobil Corporation-Baton Rouge Resin Finishing Plant,Yes,No,Other,C,30.55991,-91.20212,EXXON MOBIL CORP,100.0,325211.0,LA,113452,2023,70807.0,51095.608,0.0,51095.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51095.608,0.0,0.0,0.0,0.0,0.0
10954,700 N. Clarke Industrial Road,Thomasville,CLARKE COUNTY,110070826643.0,1014577,Westervelt Lumber Thomasville,Yes,No,Other,C,31.840397,-87.74019,THE WESTERVELT CO INC,100.0,321113.0,AL,113453,2023,36784.0,56488.088,0.0,56488.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56488.088,0.0,0.0,0.0,0.0,0.0
10955,671 ROAD 337,PENUELAS,,,1014578,PEERLESS OIL & CHEM,No,Yes,,"MM-IMP,MM-EXP",17.9973497206441,-66.747356527022,SUNOCO LLC,100.0,424720.0,PR,113454,2023,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10956,3737 Buffalo Speedway - Suite 630,Houston,,,1014579,Ampol US Trading LLC,No,Yes,,"MM-IMP,MM-EXP",29.7341100057808,-95.4279712924744,AMPOL US TRADING LLC,100.0,424720.0,TX,113455,2023,77098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10957,15700 Highway 41N,Evansville,,,1014580,Azteca Milling - Evansville,Yes,No,Other,C,38.0150590453889,-87.5393389344681,GRUMA CORP,100.0,311211.0,IN,113456,2023,47724.0,90034.712,0.0,90034.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90034.712,0.0,0.0,0.0,0.0,0.0
10958,625 Sawyer Road,Winona,,,1014581,"Biewer Sawmill - Winona, Inc.",Yes,No,Other,C,33.5257246697457,-89.7344780590914,BIEWER LUMBER LLC,100.0,321113.0,MS,113457,2023,38967.0,64191.308,0.0,64191.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64191.308,0.0,0.0,0.0,0.0,0.0
10959,100 Ronnie Greenwell Commerce Road,Brandenburg,MEADE COUNTY,110071062710.0,1014582,Nucor Steel Brandenburg,Yes,No,Metals,"C,Q",38.004697,-86.133019,NUCOR CORP,100.0,331110.0,KY,113458,2023,40108.0,64560.104,0.0,64560.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64560.104,0.0,0.0,0.0,0.0,0.0
10960,1640 Technical Drive,St. Johns,CLINTON COUNTY,110070870126.0,1014583,"MWC, LLC",Yes,No,Other,C,43.019113,-84.549654,GLANBIA INC,34.0,311513.0,MI,113459,2023,48879.0,93511.11200000001,0.0,93511.11200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93511.11200000001,0.0,0.0,0.0,0.0,0.0
10961,,Lake Arthur,JEFFERSON DAVIS PARISH,110071397439.0,1014584,ANR Pipeline Mermentau CS,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",30.1261,-92.6918,TRANSCANADA PIPELINE USA LTD,100.0,486210.0,LA,113460,2023,70546.0,99321.926,0.0,99321.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99321.926,0.0,0.0,0.0,0.0,0.0
10962,1000 East North Street,Albion,CALHOUN COUNTY,110000409923.0,1014586,Knauf Insulation,Yes,No,Minerals,"C,N",42.25417,-84.74212,KNAUF INSULATION,100.0,327993.0,MI,113461,2023,49224.0,54532.208,0.0,54532.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54532.208,0.0,0.0,0.0,0.0,0.0
10963,,,,,1014587,Mhos Substation,,,,,,,WETT HOLDINGS LLC,100.0,,,113462,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10964,,,,,1014588,Bernoulli Substation,,,,,,,WETT HOLDINGS LLC,100.0,,,113463,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10965,,,,,1014589,"Rover Operating, LLC",,,,,,,ROVER OPERATING LLC,100.0,,,113464,2023,,43736.979999999996,0.0,43736.979999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43736.979999999996,0.0,0.0,0.0,0.0
10966,,Houston,,,1014590,South Timbalier 311 A,Yes,No,Petroleum and Natural Gas Systems,"C,W-OFFSH",28.12003,-90.53239,WALTER OIL & GAS CORP,100.0,211120.0,TX,113465,2023,0.0,41202.294,0.0,41202.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41202.294,0.0,0.0,0.0,0.0,0.0
10967,420 TC Energy Rd,Lake Providence,,,1014592,Columbia Gulf Transmission - Shelburn CS,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",32.7988935680618,-91.1748686550439,TRANSCANADA PIPELINE USA LTD,60.0,486210.0,LA,113466,2023,71254.0,110001.69,0.0,110001.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110001.69,0.0,0.0,0.0,0.0,0.0
10968,4800 Old Port Industrial Road,Galveston,,,1014593,Galveston Crude Processing Unit,Yes,Yes,"Petroleum Product Suppliers,Refineries","C,MM-REF,Y",29.2992257417236,-94.8301353532786,TEXAS INTERNATIONAL REFINING CO LLC,100.0,324110.0,TX,113467,2023,77554.0,125140.83600000001,11613153.597136,11738294.433136,0.0,11613153.597136,0.0,0.0,0.0,0.0,0.0,125140.83600000001,0.0,0.0,0.0,0.0,0.0
10969,14891 E Airline Hwy,Norco,,,1014594,"Diamond Green Diesel, LLC",Yes,No,Chemicals,C,29.9994402907614,-90.3846898251576,DARLING INGREDIENTS INC,50.0,325199.0,LA,113468,2023,70079.0,75280.712,0.0,75280.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75280.712,0.0,0.0,0.0,0.0,0.0
10970,8251 Aurora Pike,Terra Alta,PRESTON COUNTY,110070640664.0,1014595,Columbia Gas Transmission - Terra Alta CS,Yes,No,Petroleum and Natural Gas Systems,"C,W-UNSTG",39.4204,-79.54534,TRANSCANADA PIPELINE USA LTD,60.0,486210.0,WV,113469,2023,26764.0,49286.886,0.0,49286.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49286.886,0.0,0.0,0.0,0.0,0.0
10971,9801 Hawkins Branch Road,Frenchburg,MENIFEE COUNTY,110070458557.0,1014598,Columbia Gulf Transmission - Means CS,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",37.92776,-83.748418,TRANSCANADA PIPELINE USA LTD,60.0,486210.0,KY,113470,2023,40322.0,56386.454,0.0,56386.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56386.454,0.0,0.0,0.0,0.0,0.0
10972,251 Little Falls Drive,Wilmington,,,1014599,Fathom Global Energy LLC,No,Yes,,MM-IMP,39.7616103520927,-75.6228587871113,SUNOCO LLC,100.0,424720.0,DE,113471,2023,19808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10973,,,,,1014600,Silver Hill 230 Arkla Basin,,,,,,,Silver Hill Energy Operating LLC,100.0,,,113472,2023,,56762.274000000005,0.0,56762.274000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56762.274000000005,0.0,0.0,0.0,0.0
10974,,Offshore,,,1014601,SM 58 G,Yes,No,Petroleum and Natural Gas Systems,"C,W-OFFSH",28.66659,-92.09019,BYRON ENERGY LLC,100.0,211120.0,LA,113473,2023,0.0,77182.976,0.0,77182.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77182.976,0.0,0.0,0.0,0.0,0.0
10975,,OFFSHORE,,,1014602,SS 72 J/LQ/OF,Yes,No,Petroleum and Natural Gas Systems,"C,W-OFFSH",28.954091,-90.960667,SANARE ENERGY PARTNERS LLC,100.0,211120.0,LA,113474,2023,0.0,104716.37400000001,0.0,104716.37400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104716.37400000001,0.0,0.0,0.0,0.0,0.0
10976,1388 County Road U,Plainview,HALE COUNTY,110070502574.0,1014603,Azteca Milling - Plainview,Yes,No,Other,C,34.123449,-101.748651,GRUMA CORP,100.0,311211.0,TX,113475,2023,79072.0,83007.488,0.0,83007.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83007.488,0.0,0.0,0.0,0.0,0.0
10977,7809 E. Collins Rd.,Morris,GRUNDY COUNTY,110070949086.0,1014605,Three Rivers Energy Center,Yes,No,Power Plants,"C,D",41.385134,-88.28366,CONCORD INFRASTRUCTURE INVESTMENT LLC,25.0,221112.0,IL,113476,2023,60450.0,1349494.248,0.0,1349494.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349494.248,0.0,0.0,0.0,0.0,0.0
10978,,,,,1014608,DGOC 400 Ouchita B&G,,,,,,,DIVERSIFIED GAS & OIL CORP,100.0,,,113477,2023,,60176.06,0.0,60176.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60176.06,0.0,0.0,0.0
10979,2700 E 5th Street,Cheyenne,LARAMIE COUNTY,110000468048.0,1014610,Cheyenne Renewable Diesel Company LLC,Yes,No,Chemicals,C,41.1275,-104.7892,HF SINCLAIR CORP,100.0,325199.0,WY,113478,2023,82007.0,265683.166,0.0,265683.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265683.166,0.0,0.0,0.0,0.0,0.0
10980,310 Caspian Ave,Volga,BROOKINGS COUNTY,110070517465.0,1014611,"Prairie Aquatech Manufacturing, LLC",Yes,No,Other,C,44.329849,-96.908457,PRAIRIE AQUATECH MANUFACTURING LLC,100.0,311119.0,SD,113479,2023,57071.0,53596.848,0.0,53596.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53596.848,0.0,0.0,0.0,0.0,0.0
10981,3700 W 190th St. #U4/24,Torrance,LOS ANGELES COUNTY,110071397400.0,1014612,Air Products West Coast Hydrogen LLC - Torrance,Yes,Yes,"Chemicals,Suppliers of CO2","P,PP",33.8692,-118.33159,AIR PRODUCTS & CHEMICALS INC,100.0,325120.0,CA,113480,2023,90504.0,1821215.8,0.0,1821215.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1821215.8,0.0,0.0,0.0,0.0,0.0
10982,,,,,1014613,Acadian Gas Pipeline System,,,,,,,ENTERPRISE PRODUCTS PARTNERS LP,100.0,,,113481,2023,,72855.3928112,0.0,72855.3928112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72855.3928112,0.0,0.0
10983,510 S Russelll St.,West Lafayette,TIPPECANOE COUNTY,110071397414.0,1014615,Duke Energy Indiana CHP at Purdue University,Yes,No,Power Plants,C,40.429433,-86.919065,DUKE ENERGY CORP,100.0,221112.0,IN,113482,2023,47906.0,138382.128,0.0,138382.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138382.128,0.0,0.0,0.0,0.0,0.0
10984,Mitchell Road,Boyce,,,1014616,South Boyce Compressor Station,Yes,No,Petroleum and Natural Gas Systems,"C,W-NGTC",31.366890176862,-92.6275139905077,ENTERPRISE PRODUCTS PARTNERS LP,100.0,486210.0,LA,113483,2023,71409.0,57455.644,0.0,57455.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57455.644,0.0,0.0,0.0,0.0,0.0
10985,,,,,1014617,"Permian Basin/SOGC, Inc.",,,,,,,HF SINCLAIR CORP,100.0,,,113484,2023,,93491.592,0.0,93491.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93491.592,0.0,0.0,0.0,0.0
10986,,,,,1014618,"Apex Energy (PA), LLC",,,,,,,Apex Energy LLC,100.0,,,113485,2023,,59634.475999999995,0.0,59634.475999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59634.475999999995,0.0,0.0,0.0,0.0
10987,,,,,1014621,"EOG Resources, Inc. 160A Appalachian Basin (Eastern Overthrust Area) Gathering & Boosting",,,,,,,EOG RESOURCES INC,100.0,,,113486,2023,,64.75,0.0,64.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.75,0.0,0.0,0.0
10988,1 Estate Hope,Christiansted,ST. CROIX ISLAND,110000307864.0,1014622,"Limetree Bay Terminals, LLC dba Ocean Point Terminals",Yes,No,Petroleum and Natural Gas Systems,C,17.7102,-64.7544,LIMETREE BAY TERMINALS LLC,100.0,424710.0,VI,113487,2023,820.0,130040.516,0.0,130040.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130040.516,0.0,0.0,0.0,0.0,0.0
10989,,,,,1014624,Black Swan Oil & Gas - Basin 430,,,,,,,Black Swan Oil & Gas LLC,100.0,,,113488,2023,,228489.21999999997,0.0,228489.21999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228489.21999999997,0.0,0.0,0.0,0.0
10990,,,,,1014625,"EOG Resources, Inc. 160 Appalachian Basin",,,,,,,EOG RESOURCES INC,100.0,,,113489,2023,,7060.0599999999995,0.0,7060.0599999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7060.0599999999995,0.0,0.0,0.0,0.0
10991,135 N Commercial St,neenah,WINNEBAGO COUNTY,110070738864.0,1014626,Neenah Inc,Yes,No,Pulp and Paper,C,44.188073,-88.460072,NEENAH INC,100.0,322120.0,WI,113490,2023,54956.0,47235.972,0.0,47235.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47235.972,0.0,0.0,0.0,0.0,0.0
